order_id,product_id,order_date,amount
1351,23,2024-12-28,254.33
1561,4,2023-01-04,263.47
1420,5,2024-01-02,154.1
1858,26,2024-03-03,461.97
1561,43,2024-02-03,21.48
1055,34,2024-12-04,261.33
1716,35,2023-07-21,497.38
1299,36,2024-09-07,455.22
1902,4,2024-05-02,265.35
1614,22,2023-06-24,489.18
1580,35,2024-11-28,128.81
1053,11,2023-01-11,382.94
1586,46,2024-11-26,462.04
1469,41,2023-02-14,221.49
1696,30,2023-10-02,112.39
1360,9,2024-11-14,202.88
1586,36,2024-01-18,178.43
1788,45,2023-10-01,77.54
1116,40,2024-08-31,102.62
1201,40,2024-07-10,133.92
1479,26,2023-05-08,76.39
1917,38,2024-08-23,52.04
1998,17,2023-03-14,81.15
1791,26,2023-05-07,430.9
1229,26,2023-12-12,251.03
1794,44,2023-02-21,407.85
1640,6,2023-08-29,24.36
1983,12,2024-03-26,419.89
1934,24,2024-02-09,308.78
1489,14,2023-02-14,254.2
1990,50,2023-07-11,173.26
1348,37,2024-04-20,252.26
1213,10,2023-12-13,196.68
1738,4,2023-04-18,343.79
1153,36,2024-08-09,375.3
1636,28,2024-03-24,113.79
1754,19,2024-06-10,426.77
1486,20,2024-03-03,71.66
1939,47,2024-08-06,390.44
1065,13,2024-06-16,245.14
1823,34,2024-02-11,413.66
1826,26,2024-02-20,286.65
1814,1,2023-12-23,426.17
1158,44,2024-11-13,101.32
1855,45,2024-04-04,433.14
1536,23,2024-02-16,306.89
1988,3,2024-01-14,58.74
1428,45,2023-12-22,324.45
1445,1,2023-06-14,329.1
1206,1,2023-11-20,63.83
1661,17,2024-12-30,292.53
1543,33,2024-02-01,492.32
1319,6,2023-04-02,234.69
1984,39,2024-10-27,144.15
1046,32,2023-06-03,475.65
1550,38,2023-07-08,333.6
1453,1,2024-02-08,154.69
1059,4,2024-01-23,247.59
1683,13,2023-08-23,150.83
1589,46,2024-11-26,396.06
1796,38,2024-01-08,96.65
1069,17,2023-09-21,205.66
1537,41,2023-12-19,450.52
1856,31,2024-10-27,108.23
1550,28,2024-02-18,285.81
1954,26,2024-10-09,45.7
1035,25,2023-06-03,175.21
1247,1,2024-04-07,117.35
1841,40,2024-01-15,111.89
1482,19,2023-04-06,166.33
1397,26,2023-05-26,221.97
1791,39,2023-01-05,256.48
1055,45,2023-06-07,333.92
1210,40,2023-12-09,33.75
1678,41,2024-07-18,491.13
1000,19,2024-07-17,364.71
1866,5,2024-04-29,280.86
1383,29,2023-01-27,211.53
1492,48,2024-11-21,326.6
1520,29,2023-11-25,278.56
1962,20,2023-10-25,190.5
1742,6,2023-12-15,152.73
1973,41,2024-04-09,388.68
1439,12,2023-09-28,105.73
1615,47,2024-07-25,384.93
1623,6,2023-12-11,83.69
1085,19,2023-08-17,156.12
1551,44,2024-04-11,482.61
1113,34,2024-11-05,297.36
1047,9,2023-07-26,179.25
1389,18,2023-02-20,285.31
1260,42,2024-12-10,32.12
1592,41,2024-01-20,241.2
1513,22,2024-08-04,370.3
1425,13,2023-09-17,282.3
1809,3,2023-09-15,209.43
1281,6,2024-07-20,444.23
1379,15,2023-03-07,487.97
1592,15,2024-01-16,196.31
1770,7,2024-12-14,297.53
1110,19,2023-11-11,287.64
1972,34,2023-02-09,198.65
1620,44,2023-06-17,226.01
1461,15,2024-12-08,259.38
1258,45,2023-05-19,132.01
1784,17,2024-11-26,400.26
1797,15,2024-04-16,474.8
1696,13,2024-12-30,83.97
1341,4,2024-05-02,84.62
1414,26,2024-02-04,16.24
1004,20,2023-01-02,35.49
1613,35,2023-10-09,331.29
1846,26,2024-10-20,474.67
1370,48,2023-11-13,124.64
1573,37,2024-12-02,237.0
1046,24,2024-02-04,390.8
1473,25,2023-01-20,154.15
1629,25,2024-02-05,483.73
1661,8,2023-11-15,379.77
1652,8,2024-12-27,185.51
1848,7,2024-06-25,217.96
1614,18,2024-12-20,253.76
1335,2,2023-01-14,274.68
1454,34,2024-01-28,11.94
1397,15,2024-06-20,280.66
1900,2,2023-07-25,118.28
1289,28,2024-10-03,31.86
1981,47,2023-01-24,420.73
1120,12,2024-03-30,48.03
1430,25,2023-10-18,237.76
1796,47,2023-10-24,87.02
1480,15,2023-06-07,275.9
1334,26,2023-01-25,205.92
1478,43,2024-03-20,213.85
1670,22,2023-02-16,107.21
1654,45,2023-12-20,108.51
1235,2,2023-02-16,214.61
1928,12,2024-10-20,235.09
1445,9,2023-10-22,173.57
1746,19,2024-02-23,326.35
1414,47,2024-08-22,236.3
1622,25,2024-05-09,31.26
1571,30,2024-03-05,139.68
1268,45,2024-11-01,290.65
1989,8,2024-08-24,244.78
1084,16,2024-06-28,162.16
1549,13,2023-05-24,310.74
1509,11,2024-09-13,137.97
1686,15,2024-10-07,109.62
1869,16,2023-08-23,383.02
1037,47,2023-08-16,208.71
1478,28,2023-07-28,184.87
1438,4,2024-08-15,17.72
1859,22,2023-11-03,261.01
1586,14,2023-09-03,41.69
1275,35,2023-07-26,411.2
1021,21,2023-01-08,216.8
1483,18,2024-02-04,73.53
1950,47,2024-03-22,123.02
1288,22,2024-10-26,74.25
1790,42,2023-04-04,159.81
1277,19,2024-01-19,246.46
1309,22,2024-03-16,15.84
1998,17,2023-07-29,98.73
1928,32,2023-01-12,160.28
1829,50,2024-02-22,339.49
1763,42,2024-01-26,127.48
1086,14,2023-05-03,265.17
1857,3,2023-12-19,11.65
1724,10,2024-05-09,117.05
1207,5,2024-05-19,464.9
1321,12,2023-07-26,474.74
1340,23,2024-06-25,364.51
1104,6,2024-06-22,252.48
1042,45,2023-09-28,69.85
1790,36,2024-06-03,90.16
1546,44,2023-01-09,250.16
1376,27,2024-03-31,34.28
1247,8,2023-06-24,213.46
1664,4,2023-02-08,316.41
1051,2,2023-05-12,77.01
1405,17,2023-01-10,300.3
1352,25,2023-01-29,259.0
1629,29,2024-06-07,149.99
1355,14,2024-01-29,121.71
1424,1,2024-10-10,221.93
1645,22,2023-05-31,158.01
1724,28,2024-10-17,249.31
1650,34,2023-12-15,347.32
1373,17,2024-06-05,495.66
1499,49,2024-05-01,92.88
1292,21,2024-02-28,230.69
1596,45,2024-12-06,28.38
1099,18,2023-04-20,330.74
1714,17,2024-02-26,58.19
1719,21,2023-01-21,69.43
1355,43,2024-03-14,100.61
1637,20,2023-05-17,451.23
1330,1,2023-12-19,254.25
1606,11,2023-12-30,399.76
1004,21,2024-11-11,289.42
1757,12,2023-02-27,129.21
1216,37,2023-01-24,427.88
1790,30,2023-07-14,17.75
1919,22,2024-04-29,295.42
1583,13,2024-11-07,81.37
1348,44,2023-10-03,324.03
1009,45,2024-05-10,177.49
1543,1,2024-06-21,254.02
1651,9,2024-01-15,136.5
1056,3,2024-07-22,210.18
1665,20,2023-02-02,377.73
1650,46,2024-12-29,243.9
1253,16,2024-10-27,258.17
1149,15,2023-06-15,88.95
1921,32,2024-11-22,394.57
1189,26,2024-11-08,236.25
1292,21,2024-05-26,257.16
1380,17,2024-06-05,86.82
1541,11,2023-05-31,346.2
1081,4,2023-11-16,470.9
1302,29,2024-12-12,158.18
1840,49,2024-07-28,72.56
1992,39,2024-01-13,76.8
1438,20,2024-08-08,454.05
1114,16,2023-05-28,414.26
1351,33,2024-08-19,468.12
1487,14,2023-05-13,173.09
1823,47,2024-01-04,338.05
1434,8,2023-06-10,270.42
1271,48,2023-09-27,216.4
1262,28,2024-07-11,270.04
1632,29,2023-04-28,246.58
1277,21,2023-04-29,340.64
1502,8,2024-06-14,141.27
1747,24,2023-10-31,431.89
1280,43,2023-06-07,62.43
1618,40,2023-10-23,228.24
1345,19,2024-06-03,459.78
1260,38,2023-05-08,326.41
1687,23,2024-10-18,12.94
1519,25,2024-12-13,36.97
1841,40,2024-01-16,160.33
1979,46,2023-07-11,206.0
1138,1,2023-09-02,481.41
1322,33,2024-12-14,271.7
1075,32,2024-12-13,129.15
1577,22,2024-08-02,302.47
1687,20,2023-04-11,457.98
1536,48,2024-05-03,62.38
1508,16,2024-10-16,169.8
1043,13,2024-07-05,120.92
1626,48,2023-06-17,479.69
1382,11,2024-05-12,367.58
1911,44,2023-04-15,30.8
1367,38,2023-12-15,466.87
1728,49,2024-07-23,274.14
1036,10,2023-11-25,227.57
1518,3,2023-04-12,341.36
1022,3,2024-02-08,491.43
1224,46,2024-05-12,212.26
1753,41,2024-06-16,223.84
1579,9,2024-09-04,97.7
1778,49,2024-12-29,16.98
1285,13,2023-02-24,377.96
1845,8,2023-10-04,172.4
1689,45,2024-04-17,14.78
1915,23,2024-02-08,365.72
1509,10,2024-06-28,322.39
1198,46,2024-08-14,384.9
1652,29,2023-11-10,414.0
1131,13,2024-05-29,453.45
1179,48,2023-07-17,26.62
1845,32,2024-08-10,349.56
1781,46,2023-04-23,205.94
1205,20,2023-03-01,392.52
1772,12,2023-12-27,109.36
1569,42,2023-05-22,100.53
1075,17,2023-10-23,427.5
1944,1,2023-11-06,228.95
1937,2,2023-04-03,81.1
1106,49,2024-10-07,475.07
1360,37,2024-09-18,102.57
1055,47,2024-01-17,201.68
1481,5,2023-09-01,496.49
1385,44,2024-03-07,190.28
1761,48,2023-09-07,466.33
1645,5,2024-07-09,447.34
1662,49,2023-03-22,137.98
1014,44,2023-01-16,166.82
1227,43,2023-11-23,288.6
1593,47,2023-10-16,478.06
1923,36,2024-06-02,124.69
1903,37,2024-02-13,181.55
1585,47,2024-08-04,103.82
1390,50,2023-12-19,29.33
1637,26,2024-08-15,472.38
1003,26,2024-09-10,436.42
1206,5,2023-08-20,178.83
1029,25,2023-09-05,35.91
1783,19,2023-04-20,350.71
1661,9,2024-07-20,488.38
1736,23,2024-01-04,407.04
1237,21,2024-05-03,327.13
1486,34,2024-07-12,473.6
1357,50,2024-05-07,271.38
1123,8,2023-04-22,321.7
1757,42,2023-10-16,209.04
1954,22,2024-11-02,164.79
1219,4,2023-12-21,447.51
1681,25,2023-01-24,11.81
1805,32,2024-07-29,446.35
1745,42,2023-10-13,23.01
1420,39,2023-12-24,294.95
1707,13,2024-01-04,92.02
1002,33,2024-12-18,122.97
1387,38,2024-11-13,41.65
1626,37,2023-01-29,469.49
1472,9,2024-12-06,89.01
1325,45,2023-04-30,53.6
1148,20,2024-01-25,328.4
1156,17,2023-11-04,192.36
1609,2,2024-06-26,399.8
1559,10,2024-07-21,305.08
1255,24,2024-11-06,46.33
1160,1,2024-04-01,485.39
1921,19,2024-05-23,224.62
1509,18,2023-12-24,192.13
1020,25,2024-07-08,55.35
1483,35,2023-10-27,166.32
1736,7,2024-02-09,180.47
1963,5,2024-12-14,95.28
1521,20,2023-01-27,459.45
1594,27,2023-09-16,237.3
1872,22,2024-06-05,302.97
1493,15,2024-12-16,51.09
1213,21,2023-04-11,339.47
1071,45,2023-01-20,211.03
1524,3,2024-01-02,21.35
1240,19,2024-09-06,457.61
1517,6,2024-05-14,383.43
1318,28,2024-03-25,299.38
1304,13,2023-09-10,326.65
1675,29,2024-05-25,105.53
1891,33,2024-02-04,96.46
1112,21,2023-08-31,165.45
1608,23,2023-02-22,370.36
1448,32,2024-03-15,54.45
1974,5,2023-07-02,47.63
1104,25,2023-06-08,256.33
1853,10,2023-04-23,498.79
1258,1,2023-06-27,155.66
1344,4,2024-03-04,337.62
1465,42,2023-05-09,67.17
1443,14,2023-04-25,48.75
1782,50,2024-11-27,419.1
1824,24,2023-01-07,115.38
1716,12,2023-04-16,282.37
1050,23,2023-11-29,229.51
1898,10,2023-06-08,164.99
1597,15,2024-12-04,233.23
1044,21,2024-12-26,143.07
1615,11,2024-10-18,381.04
1165,11,2024-02-15,405.47
1989,24,2023-06-17,165.92
1348,44,2023-04-26,51.7
1493,14,2024-07-24,245.66
1005,50,2023-12-21,237.94
1118,14,2023-09-29,239.3
1657,9,2023-01-22,428.77
1266,49,2024-07-23,419.91
1626,45,2024-10-15,451.97
1325,45,2024-09-28,255.95
1487,42,2023-05-19,55.87
1258,50,2023-06-08,246.3
1301,25,2023-11-05,18.16
1337,26,2024-01-21,391.11
1244,48,2023-06-30,19.35
1353,4,2023-01-29,461.0
1968,24,2023-11-02,98.51
1012,6,2024-02-11,476.16
1208,28,2023-04-21,13.68
1564,13,2024-09-24,376.51
1302,12,2024-01-14,266.15
1889,3,2023-09-25,272.56
1872,13,2024-10-18,452.81
1468,43,2024-08-23,106.52
1630,20,2023-09-18,386.78
1363,16,2023-11-01,426.45
1774,8,2023-11-04,442.45
1595,43,2023-07-03,124.43
1839,36,2024-09-17,12.5
1838,34,2023-10-02,438.52
1071,26,2023-01-31,470.61
1867,29,2024-11-13,189.4
1208,32,2024-08-09,460.07
1513,26,2023-11-29,145.48
1695,19,2024-08-25,175.97
1169,27,2023-07-22,73.94
1382,4,2024-10-02,180.27
1151,34,2023-10-08,58.47
1786,27,2023-01-29,353.27
1638,24,2024-12-12,254.75
1174,2,2024-12-11,430.51
1594,31,2023-07-09,129.69
1264,20,2024-06-10,441.6
1990,4,2023-04-01,445.37
1381,34,2023-04-20,363.4
1508,44,2024-11-30,228.62
1916,14,2024-07-01,138.92
1519,33,2023-10-21,290.1
1058,28,2023-09-09,202.46
1747,26,2023-01-26,128.45
1268,36,2024-07-29,116.71
1211,10,2024-10-24,259.69
1187,29,2024-07-16,327.98
1038,47,2023-10-03,252.37
1902,41,2023-07-22,14.18
1019,50,2023-09-25,448.14
1661,2,2024-10-04,437.6
1278,25,2023-05-09,253.79
1918,22,2023-10-02,132.53
1708,9,2023-06-09,310.82
1010,35,2023-03-31,42.74
1474,32,2024-03-30,456.02
1857,8,2024-02-27,12.72
1282,29,2023-08-28,61.19
1516,4,2024-09-29,370.29
1664,3,2024-02-14,202.63
1359,44,2024-04-16,240.12
1912,11,2023-02-17,437.87
1063,45,2024-04-12,120.95
1549,42,2024-12-06,361.93
1217,36,2024-02-16,375.95
1502,14,2023-05-08,400.67
1591,30,2024-07-08,75.31
1553,14,2023-07-05,106.29
1938,19,2024-03-28,144.25
1378,21,2023-07-07,201.97
1021,34,2024-05-20,278.49
1312,25,2024-08-09,355.41
1915,22,2024-08-03,391.66
1471,3,2024-07-05,150.15
1610,1,2024-04-23,245.14
1741,30,2024-04-09,271.1
1093,29,2024-03-09,46.26
1554,30,2024-09-28,425.74
1047,44,2023-10-25,196.89
1281,13,2023-10-19,339.47
1793,44,2023-05-13,467.45
1812,4,2024-01-02,146.41
1408,42,2024-03-16,245.22
1292,29,2024-05-23,170.73
1191,4,2023-04-01,137.95
1131,29,2024-12-02,144.24
1122,34,2023-05-06,229.51
1320,30,2023-11-30,399.28
1706,3,2023-01-14,381.18
1590,49,2023-11-18,291.32
1682,8,2024-03-02,139.86
1784,21,2024-11-25,275.39
1256,6,2024-06-01,48.97
1780,48,2023-09-08,430.72
1062,45,2024-11-15,287.65
1338,1,2024-03-21,230.47
1083,38,2024-09-08,388.74
1902,44,2023-05-18,467.31
1718,4,2023-07-23,314.21
1886,38,2023-12-09,101.5
1336,27,2024-11-17,487.11
1097,12,2023-06-27,316.96
1915,17,2024-01-15,141.49
1365,47,2023-11-09,265.44
1905,14,2023-02-21,232.91
1992,30,2023-08-19,57.46
1323,45,2024-12-25,389.89
1719,21,2024-05-01,264.33
1788,17,2023-09-15,47.38
1359,7,2023-01-23,249.48
1651,49,2024-10-26,198.81
1654,25,2024-04-19,90.36
1757,35,2023-03-17,254.6
1505,2,2024-10-22,225.69
1369,42,2023-08-06,398.95
1893,23,2024-01-05,109.85
1137,9,2024-11-22,386.37
1213,9,2023-10-28,228.87
1646,6,2024-01-03,369.01
1879,28,2023-05-19,171.82
1163,20,2024-10-25,437.31
1150,14,2023-10-19,410.9
1352,13,2024-08-05,494.73
1788,36,2023-10-03,350.38
1772,8,2024-03-10,20.87
1895,28,2023-12-11,446.41
1595,20,2023-06-21,474.76
1253,5,2024-01-04,255.56
1691,23,2023-09-16,471.49
1023,7,2024-10-16,158.92
1543,27,2024-07-19,339.68
1546,24,2023-07-16,241.79
1655,47,2023-02-18,194.67
1320,16,2023-07-07,248.63
1729,34,2023-11-02,172.55
1671,2,2023-05-30,311.94
1401,8,2023-12-13,356.48
1378,16,2024-01-03,113.02
1171,34,2024-08-08,322.79
1302,8,2024-06-12,293.3
1071,36,2024-10-24,27.14
1246,14,2023-11-06,207.18
1176,6,2023-01-18,88.86
1102,8,2024-03-05,166.8
1854,12,2023-12-06,311.86
1672,18,2024-01-02,162.62
1653,40,2024-06-27,285.5
1754,29,2024-12-16,139.84
1098,36,2023-03-02,53.08
1154,27,2024-03-01,351.18
1069,42,2023-03-31,10.14
1979,18,2024-12-01,387.58
1340,4,2024-12-19,451.92
1046,44,2024-08-15,352.15
1130,38,2023-01-30,305.86
1820,34,2023-08-17,471.47
1603,13,2023-07-12,172.02
1829,50,2024-01-21,483.51
1140,36,2024-12-07,479.92
1373,7,2023-08-09,80.28
1827,44,2023-01-13,31.64
1985,26,2024-08-19,129.78
1553,50,2023-03-14,471.02
1971,26,2023-05-18,16.91
1511,50,2024-09-05,55.16
1196,45,2024-07-16,256.46
1840,8,2024-10-15,184.08
1821,44,2024-12-09,148.45
1073,50,2023-06-17,361.68
1358,8,2023-08-17,158.56
1838,40,2023-09-09,56.31
1754,26,2024-03-05,112.87
1248,13,2024-02-18,50.89
1943,22,2024-10-02,175.08
1859,45,2023-04-19,380.11
1049,29,2023-07-08,304.99
1570,31,2023-03-14,375.14
1373,15,2023-11-01,320.36
1935,34,2024-06-11,60.6
1527,11,2024-11-03,219.55
1055,9,2024-03-12,132.37
1267,4,2023-09-23,381.07
1947,6,2023-07-15,137.26
1152,25,2024-06-17,456.54
1030,46,2023-08-15,69.69
1675,11,2024-04-17,368.3
1926,43,2024-02-16,103.38
1406,30,2023-10-18,336.65
1094,14,2024-12-08,219.91
1794,49,2024-11-20,30.87
1922,18,2024-02-16,401.97
1679,27,2024-06-01,303.41
1506,5,2023-05-25,103.07
1048,43,2023-02-27,207.29
1177,35,2023-05-13,483.57
1403,36,2024-07-06,454.96
1208,42,2024-10-24,256.3
1921,18,2023-07-05,128.19
1705,2,2024-03-11,396.61
1407,39,2023-05-24,378.08
1004,3,2024-02-18,405.81
1000,27,2023-04-13,174.39
1035,22,2023-08-27,33.15
1650,14,2023-04-28,491.76
1017,9,2023-03-10,397.39
1934,39,2024-02-09,316.8
1545,8,2023-12-03,107.8
1232,19,2024-06-17,163.28
1702,10,2024-05-14,362.26
1759,40,2024-02-03,319.99
1349,49,2023-07-04,204.37
1118,20,2023-03-21,270.76
1392,29,2024-06-22,470.1
1506,13,2024-04-15,432.61
1446,45,2024-12-17,331.71
1432,4,2024-03-15,231.36
1880,43,2024-03-11,454.17
1814,14,2023-08-15,39.86
1073,40,2024-10-02,43.49
1730,31,2024-12-23,254.93
1524,19,2023-03-14,233.2
1968,11,2023-01-26,27.14
1127,46,2023-06-22,67.3
1054,47,2024-11-07,121.52
1919,17,2024-12-09,491.7
1422,5,2023-09-24,89.82
1778,21,2023-12-08,280.45
1713,9,2023-10-11,56.02
1900,41,2023-04-29,215.91
1466,34,2024-12-11,127.11
1838,21,2023-12-07,451.3
1695,18,2023-08-19,319.96
1724,31,2023-08-14,102.67
1238,13,2023-03-26,32.16
1729,42,2024-05-15,194.72
1747,26,2023-05-15,152.18
1529,10,2023-05-16,470.23
1237,2,2023-06-02,307.18
1823,2,2023-05-04,100.41
1879,45,2024-06-26,250.92
1090,17,2023-01-12,328.41
1902,45,2024-03-06,206.33
1930,8,2024-01-03,460.52
1330,27,2024-07-10,78.51
1529,24,2024-03-23,499.47
1882,22,2024-01-11,349.83
1175,8,2024-07-18,163.58
1759,46,2024-05-07,235.67
1826,37,2024-01-14,349.78
1423,22,2023-11-25,309.72
1076,49,2023-07-30,316.89
1600,10,2023-05-20,310.28
1678,9,2023-11-13,359.81
1516,27,2024-12-08,41.28
1539,13,2023-04-24,458.41
1263,36,2024-02-14,284.22
1634,7,2024-05-08,314.8
1572,32,2024-01-13,379.81
1669,34,2024-04-26,329.04
1300,9,2024-01-07,154.55
1382,5,2023-06-18,282.29
1214,26,2024-10-05,382.58
1718,8,2023-09-30,163.25
1524,32,2024-06-11,460.96
1613,36,2023-11-04,399.18
1573,21,2024-12-31,102.51
1199,24,2023-04-05,152.98
1254,31,2023-10-22,410.37
1175,22,2023-06-11,454.11
1232,36,2024-11-15,355.98
1017,22,2023-10-04,268.76
1887,43,2023-05-21,77.88
1757,25,2024-05-30,77.42
1419,36,2023-04-12,349.65
1533,1,2023-10-25,195.24
1080,2,2023-12-12,360.38
1637,19,2024-01-30,172.51
1125,50,2024-11-29,115.66
1695,49,2024-05-31,335.24
1473,49,2023-12-06,402.65
1240,31,2023-02-19,260.17
1414,18,2023-11-07,37.61
1565,26,2024-11-10,334.66
1531,10,2023-02-09,293.12
1818,12,2023-05-18,146.38
1134,37,2024-05-22,43.87
1003,28,2024-01-30,10.42
1722,21,2024-03-12,24.79
1207,35,2023-09-09,105.22
1916,8,2023-04-27,288.69
1557,24,2024-03-02,395.08
1868,45,2024-11-29,434.88
1437,45,2024-12-18,487.63
1122,36,2023-03-03,53.2
1917,48,2023-03-11,160.15
1162,11,2024-07-16,469.85
1107,22,2023-11-26,68.53
1655,28,2024-03-15,222.79
1143,35,2023-04-28,427.44
1622,26,2024-12-30,105.43
1711,7,2023-02-28,199.58
1023,42,2024-02-21,162.31
1288,26,2024-12-24,464.2
1599,41,2023-12-13,189.47
1142,43,2023-09-10,85.09
1938,29,2023-01-27,225.23
1018,16,2023-09-10,43.56
1319,16,2024-06-20,62.74
1229,49,2023-04-24,467.34
1582,34,2024-06-22,29.4
1338,16,2024-07-21,110.97
1499,9,2023-08-24,348.85
1225,12,2023-03-26,196.46
1541,21,2023-09-17,422.32
1160,4,2023-04-17,156.22
1262,16,2024-07-28,161.95
1409,48,2023-10-29,35.22
1950,14,2023-11-05,308.31
1456,43,2023-01-27,443.75
1902,42,2024-01-02,210.45
1772,6,2024-12-24,253.83
1863,36,2024-02-24,477.85
1553,44,2024-02-11,62.09
1030,26,2024-10-12,238.13
1136,39,2024-04-28,58.21
1078,41,2024-06-18,20.27
1226,17,2023-01-14,61.56
1836,33,2024-08-03,379.91
1479,29,2023-04-25,290.57
1135,40,2023-11-15,496.99
1822,50,2023-04-03,179.08
1745,8,2024-03-14,181.69
1096,49,2023-02-13,464.51
1141,24,2023-11-13,291.7
1273,43,2023-06-17,451.84
1875,41,2024-03-05,428.97
1219,46,2024-11-05,313.14
1669,44,2023-04-01,49.8
1820,17,2023-09-08,328.72
1385,2,2024-05-18,386.6
1791,6,2024-07-05,239.75
1554,26,2024-04-26,20.9
1775,34,2023-01-31,267.99
1700,47,2024-04-20,410.86
1606,44,2024-05-21,344.89
1086,10,2023-10-27,409.83
1074,31,2023-11-09,400.93
1665,29,2023-08-26,52.32
1448,29,2023-12-28,381.87
1006,37,2023-12-03,218.8
1237,3,2023-11-30,48.27
1077,13,2023-04-10,199.03
1324,7,2023-03-29,247.38
1367,35,2024-06-20,14.8
1001,23,2024-02-18,243.29
1344,14,2024-05-13,82.74
1687,16,2023-08-14,35.81
1744,31,2023-12-04,267.24
1584,6,2024-07-14,190.6
1190,6,2023-07-22,428.6
1566,25,2024-01-28,250.47
1421,31,2024-09-20,363.59
1005,12,2023-02-26,452.53
1503,19,2024-02-20,160.11
1045,25,2024-04-24,289.54
1286,12,2023-09-09,333.81
1102,29,2024-01-11,369.57
1486,27,2023-12-31,183.68
1642,7,2024-07-02,101.32
1125,36,2024-08-01,361.14
1914,26,2024-10-13,169.26
1344,31,2024-09-03,443.83
1626,40,2024-07-31,163.24
1060,30,2023-06-06,216.4
1919,20,2023-08-27,104.58
1920,24,2023-01-28,86.74
1078,1,2023-03-03,67.07
1580,20,2023-11-17,356.6
1896,42,2024-05-05,116.91
1380,49,2023-03-20,187.26
1774,30,2024-11-24,84.11
1861,15,2023-11-10,354.84
1292,15,2023-02-27,467.58
1486,8,2023-07-18,498.65
1232,34,2023-07-21,492.19
1782,32,2024-11-11,270.84
1647,22,2023-08-13,456.12
1745,12,2023-08-22,301.14
1160,42,2024-12-02,64.59
1943,10,2024-11-03,409.62
1890,24,2023-11-22,241.42
1969,7,2023-03-22,248.75
1022,17,2024-06-16,221.64
1382,14,2023-09-30,116.28
1069,20,2024-09-20,118.96
1461,13,2024-11-22,465.81
1771,22,2024-10-23,258.35
1441,28,2023-11-21,295.95
1131,5,2024-08-28,316.82
1797,14,2023-04-14,435.52
1515,19,2023-05-23,294.67
1089,50,2024-01-20,446.12
1245,6,2024-11-27,94.3
1865,2,2024-02-21,444.79
1888,34,2023-05-14,421.8
1608,30,2024-01-22,174.51
1411,46,2023-01-09,159.83
1955,31,2024-10-01,138.84
1469,28,2024-07-16,51.95
1940,29,2024-03-12,479.37
1312,31,2023-05-01,305.16
1095,33,2023-05-27,94.36
1142,33,2023-04-29,246.96
1168,13,2023-11-17,183.93
1028,7,2024-09-23,195.1
1591,17,2024-06-14,133.1
1997,16,2023-11-12,389.84
1850,4,2024-04-16,158.03
1367,7,2023-10-22,129.94
1353,49,2023-03-11,354.35
1931,29,2023-11-22,135.51
1771,13,2023-07-01,137.45
1857,35,2023-09-12,456.07
1066,21,2023-09-23,130.88
1038,36,2024-10-04,114.91
1815,5,2023-12-03,69.59
1006,17,2023-10-01,161.64
1071,3,2023-03-04,90.69
1279,8,2023-08-16,410.53
1826,22,2024-01-11,171.81
1976,24,2024-10-28,334.31
1868,37,2024-07-29,404.44
1047,5,2023-05-17,361.13
1061,18,2023-02-12,174.55
1104,6,2024-04-23,83.37
1026,40,2023-02-14,315.64
1660,22,2023-08-25,219.56
1910,5,2024-09-05,157.18
1179,48,2023-06-15,206.08
1118,18,2024-06-11,462.56
1382,14,2024-08-02,190.57
1531,29,2023-07-24,199.03
1206,22,2023-01-01,188.82
1765,19,2023-12-31,473.63
1287,49,2024-05-29,216.44
1224,36,2023-02-25,136.84
1532,19,2024-08-26,92.47
1541,48,2023-04-22,169.04
1755,8,2024-09-17,491.66
1060,45,2023-12-08,458.95
1616,8,2024-04-18,188.15
1876,33,2024-07-03,370.92
1242,33,2023-12-25,264.38
1796,3,2024-05-31,397.04
1623,21,2023-04-09,357.02
1816,7,2024-05-19,361.48
1972,24,2023-06-19,451.84
1556,50,2024-09-12,207.02
1890,11,2023-07-17,196.65
1178,25,2024-07-26,379.07
1981,50,2024-10-13,481.34
1121,19,2023-12-28,367.16
1781,15,2024-05-09,443.51
1800,1,2023-10-27,281.1
1740,17,2023-08-03,432.8
1115,44,2023-09-06,194.11
1326,5,2024-11-25,436.45
1971,22,2023-11-14,324.68
1763,42,2023-06-01,225.89
1020,1,2023-11-17,150.09
1188,41,2024-05-30,285.0
1540,17,2023-03-29,214.12
1456,22,2024-05-08,271.36
1077,2,2023-08-03,255.52
1795,4,2023-01-16,257.44
1026,2,2024-12-07,165.58
1938,8,2023-01-26,481.27
1230,33,2023-12-17,437.52
1776,42,2023-05-30,53.04
1085,49,2024-03-27,352.27
1837,36,2023-04-05,217.72
1097,46,2024-02-28,82.91
1243,6,2024-10-24,152.28
1821,4,2024-03-08,445.85
1175,39,2024-12-10,106.28
1503,47,2024-02-09,120.78
1729,4,2024-07-01,85.8
1125,19,2024-03-21,71.55
1706,4,2024-09-28,20.79
1464,36,2024-12-22,126.99
1437,17,2023-11-20,347.23
1891,29,2024-08-05,368.68
1086,11,2024-02-25,158.44
1631,20,2024-10-20,25.87
1194,9,2024-11-19,154.5
1712,29,2024-02-13,498.91
1829,46,2023-10-18,63.92
1344,7,2023-12-20,382.19
1126,22,2023-07-23,339.24
1173,6,2023-09-27,89.67
1632,35,2023-05-13,98.03
1789,42,2023-08-28,138.75
1781,28,2024-01-20,286.19
1580,6,2023-06-09,34.96
1592,2,2023-06-16,423.05
